latitude,longitude
38.1909603,-85.8129723
38.1714950,-85.7747056
38.2474599,-85.6803577
38.1309898,-85.6038903
38.2038393,-85.8329316
38.2074385,-85.8309616
38.0943917,-85.8484846
38.2558686,-85.5894863
38.3151639,-85.5497812
38.1169015,-85.8710980
38.1428833,-85.7700601
38.2076383,-85.7253583
38.1350309,-85.6404407
38.1979171,-85.7807103
38.2390041,-85.7074631
38.1806127,-85.7094021
38.2780735,-85.6643915
38.1736179,-85.5993622
38.1340207,-85.5685880
38.2046091,-85.7149998
38.2098707,-85.7498367
38.2370529,-85.7254735
38.2409892,-85.5311434
38.1757553,-85.5177735
38.3080093,-85.6150271
38.2394529,-85.5262672
38.2567858,-85.7158726
38.2324306,-85.6852031
38.0967339,-85.7398995
38.2065282,-85.6832406
38.2110044,-85.7442443
38.1864551,-85.7617354
38.1392269,-85.6598400
38.1676067,-85.8485544
38.1552301,-85.6080977
38.2634172,-85.7029472
38.2300723,-85.7112822
38.2333681,-85.7401822
38.2410067,-85.6652546
38.2311334,-85.7223742
38.2363913,-85.7846201
38.1904694,-85.8390367
38.1783118,-85.5401057
38.1512642,-85.6407206
38.1660623,-85.7099567
38.1894540,-85.7606038
38.1970031,-85.7596771
38.2793975,-85.5859583
38.0949878,-85.8653426
38.1698081,-85.7099075
38.2646773,-85.7923249
38.1966601,-85.6757565
38.1772600,-85.5440454
38.1116165,-85.8865481
38.1746153,-85.8558929
38.2286581,-85.7225460
38.2154923,-85.7467115
38.1950200,-85.7675517
38.1312406,-85.6272485
38.2525290,-85.6411396
38.1726975,-85.5769925
38.3091710,-85.6128205
38.1583911,-85.8763230
38.2474582,-85.8220240
38.1649078,-85.7776787
38.2137369,-85.7911249
38.2199778,-85.7998786
38.2057467,-85.8314517
38.1466646,-85.6056514
38.1515005,-85.6268062
38.2484066,-85.8260461
38.1652033,-85.7665859
38.2360267,-85.7356510
38.2461153,-85.6564613
38.1188814,-85.7624420
38.2042822,-85.6348927
38.2300390,-85.7965828
38.2315131,-85.7132327
38.1779548,-85.8558658
38.1317011,-85.6167186
38.2027391,-85.6242913
38.1439134,-85.6448355
38.1965701,-85.7602162
38.0890391,-85.6018264
38.1279034,-85.6695519
38.2192362,-85.6498542
38.1520917,-85.8626703
38.1306794,-85.7941362
38.1857964,-85.7570817
38.1468214,-85.6514888
38.2632871,-85.7872772
38.0793705,-85.8651102
38.2204875,-85.6716833
38.2141390,-85.6256291
38.2940889,-85.5127709
38.2428705,-85.7787899
38.1816445,-85.7882703
38.1346538,-85.6624422
38.1712512,-85.5468602
38.0934052,-85.8611031
38.3026730,-85.5399435
38.2216881,-85.6397475
38.2020627,-85.6444187
38.1108949,-85.8338574
38.2035085,-85.6352869
38.2616580,-85.7875432
38.2445702,-85.8236018
38.1326230,-85.6059078
38.2369846,-85.7160928
38.2507668,-85.6619521
38.0805969,-85.8688323
38.2386142,-85.7949738
38.3183789,-85.5529700
38.1758160,-85.8176389
38.0954151,-85.6526275
38.1768258,-85.7680278
38.2257487,-85.7217572
38.0860642,-85.8678059
38.2593710,-85.6529589
38.0811971,-85.8843853
38.1949462,-85.6452839
38.2121229,-85.6937286
38.1890127,-85.7629591
38.1674106,-85.7740468
38.2056983,-85.8366250
38.1154133,-85.8706346
38.0576333,-85.8972049
38.2217202,-85.7073914
38.2264565,-85.8146394
38.2237446,-85.8043787
38.1920425,-85.7856869
38.2468545,-85.7799225
38.1756924,-85.8307992
38.1090581,-85.7419493
38.1373103,-85.7915146
38.2069159,-85.6273653
38.1993362,-85.7625924
38.2183574,-85.7403126
38.2396309,-85.5316475
38.3112508,-85.5429536
38.1322870,-85.6105711
38.1754652,-85.7780814
38.1916251,-85.7870243
38.1079230,-85.6631794
38.1138571,-85.5793673
38.1912703,-85.8189597
38.1692215,-85.6346315
38.1624480,-85.7633653
38.2667602,-85.7983194
38.2369457,-85.7930458
38.1980499,-85.6388004
38.0924600,-85.8681053
38.1766799,-85.6754521
38.0968711,-85.6509411
38.1822123,-85.7742784
38.1482811,-85.7646941
38.1552891,-85.8707311
38.1332539,-85.6740618
38.1232314,-85.8702260
38.2833773,-85.5888123
38.2028383,-85.6272324
38.2058845,-85.8005243
38.1568651,-85.7681468
38.1360150,-85.6072476
38.2185525,-85.6680429
38.2335884,-85.7086292
38.2326248,-85.7254014
38.2423934,-85.4171537
38.2163675,-85.7417225
38.2907838,-85.5756155
38.2744968,-85.6397058
38.1035326,-85.8720388
38.2519722,-85.5923730
38.1201141,-85.6707523
38.1350307,-85.5650692
38.1880206,-85.5462176
38.1243237,-85.5764774
38.1703439,-85.8217253
38.1642287,-85.8722874
38.1672389,-85.8716847
38.1663422,-85.8730414
38.1643810,-85.8697584
38.1501972,-85.8682305
38.0850661,-85.5487894
38.1525588,-85.8615312
38.0790992,-85.8930018
38.1131771,-85.5771541
38.1946671,-85.7263261
38.1486839,-85.7686389
38.2889227,-85.4798215
38.2915705,-85.4888228
38.1299702,-85.5936239
38.1341298,-85.5965219
38.1771102,-85.5170683
38.1255214,-85.8769900
38.3048712,-85.6128370
38.1807437,-85.8080059
38.1731980,-85.6388915
38.2407551,-85.4492836
38.2420289,-85.7346747
38.3226656,-85.5360795
38.2449322,-85.8055913
38.1902807,-85.6319748
38.2289144,-85.5384950
38.3030299,-85.5095738
38.2681993,-85.6433766
38.0686319,-85.8854273
38.2658629,-85.6921558
38.2436362,-85.6448890
38.2445844,-85.5834523
38.1210477,-85.8728309
38.2378997,-85.7930905
38.2585456,-85.7153900
38.2887177,-85.5054608
38.1117137,-85.8274505
38.1278958,-85.5910692
38.1482272,-85.6138001
38.1460619,-85.8898380
38.1621933,-85.6100641
38.2439591,-85.7900241
38.1968157,-85.7892148
38.0944014,-85.7379586
38.1178805,-85.8680770
38.1620198,-85.7650777
38.2432791,-85.6376951
38.1322115,-85.8659084
38.1444548,-85.6481589
38.1239425,-85.8451196
38.2442288,-85.6622725
38.1091228,-85.8832402
38.2640811,-85.7836530
38.2190488,-85.7389878
38.2389097,-85.4199278
38.2011066,-85.8393556
38.1413754,-85.7851383
38.1133401,-85.8534855
38.1844763,-85.5747811
38.1453238,-85.6056781
38.0983424,-85.8717212
38.1369192,-85.7688058
38.2514231,-85.8186823
38.2177046,-85.6600908
38.2057700,-85.8051820
38.1114172,-85.6666898
38.1643047,-85.8258120
38.2301907,-85.7063767
38.2289152,-85.7055273
38.1886288,-85.7184720
38.2494394,-85.7367891
38.2087484,-85.7219729
38.1221235,-85.8481239
38.1349969,-85.8524503
38.2184894,-85.7018177
38.1934307,-85.6378653
38.1396122,-85.7721921
38.3095143,-85.5205756
38.2277927,-85.7703420
38.2409191,-85.7813119
38.1292250,-85.6510747
38.1692678,-85.7987681
38.2466165,-85.5854911
38.2209988,-85.6640489
38.2361547,-85.7287310
38.2388590,-85.5302676
38.0813923,-85.8669129
38.2043120,-85.6310887
38.2284722,-85.7751881
38.2137415,-85.6254227
38.1860804,-85.7650646
38.2557779,-85.7143080
38.1808835,-85.5398487
38.1360746,-85.7678498
38.2434468,-85.6437458
38.2380987,-85.7730242
38.2214530,-85.6654986
38.1691218,-85.8592104
38.1910105,-85.5765983
38.1498529,-85.5827300
38.2489482,-85.7308072
38.1894642,-85.7613000
38.2130772,-85.7362856
38.1670060,-85.8443045
38.0666345,-85.8878333
38.2508805,-85.8140830
38.2419192,-85.6792988
38.2690103,-85.7894749
38.2268680,-85.6426770
38.2403724,-85.8063951
38.1477265,-85.6199189
38.1283611,-85.8729114
38.2706622,-85.7905635
38.2353851,-85.7894332
38.2290343,-85.6878599
38.2233957,-85.6720378
38.1851222,-85.7652238
38.2486889,-85.6837813
38.2714079,-85.6438619
38.1740292,-85.8391307
38.2849254,-85.6440975
38.2378470,-85.7868416
38.2316513,-85.7968400
38.1737115,-85.6701624
38.1775251,-85.8401139
38.1696278,-85.7739337
38.1981836,-85.7933043
38.2336346,-85.7805255
38.1247524,-85.7437257
38.1804709,-85.8048860
38.1703910,-85.5808005
38.1728393,-85.6825851
38.3186102,-85.5487667
38.0587084,-85.8984016
38.1489629,-85.6112034
38.2213798,-85.6885371
38.1652428,-85.8534861
38.2022888,-85.8383560
38.1516464,-85.7891653
38.2194179,-85.6487463
38.1334831,-85.6435904
38.2029664,-85.6227908
38.2374566,-85.4449888
38.0643614,-85.8958212
38.1740704,-85.7975196
38.1954758,-85.6426828
38.1456461,-85.5784008
38.1110535,-85.6127830
38.2616705,-85.7849118
38.2235026,-85.6505909
38.0910142,-85.5700489
38.1053469,-85.8677136
38.2076036,-85.6597900
38.0930707,-85.6506083
38.1708985,-85.6946633
38.1692613,-85.8588339
38.2281361,-85.6991569
38.2518812,-85.6661639
38.1902142,-85.8190791
38.1182545,-85.7532314
38.2416358,-85.7271846
38.2626568,-85.8256840
38.1846987,-85.7907367
38.2283973,-85.7034279
38.0875464,-85.8655058
38.1302350,-85.6311805
38.2454192,-85.7375626
38.2036007,-85.6638166
38.1920461,-85.7202427
38.2659600,-85.7848745
38.1332853,-85.6058415
38.2181390,-85.6520784
38.1381504,-85.8626894
38.1814412,-85.8137210
38.0735652,-85.8728104
38.1271051,-85.6522396
38.1286872,-85.8142508
38.2194735,-85.7996411
38.2285732,-85.7101049
38.1369405,-85.6334559
38.2011218,-85.6066602
38.3120170,-85.5220645
38.1893792,-85.7590259
38.2431498,-85.7395398
38.2290292,-85.6804744
38.2138936,-85.7739949
38.1964858,-85.7754909
38.2415930,-85.8116160
38.1309232,-85.6784114
38.2589201,-85.6539059
38.2284218,-85.4874069
38.2049497,-85.6597141
38.2298576,-85.7989535
38.0930897,-85.6486578
38.0507998,-85.8984982
38.1121104,-85.8682029
38.1850218,-85.8533421
38.1639779,-85.7114793
38.1881438,-85.7603856
38.2439236,-85.7595454
38.2613369,-85.7847672
38.1481668,-85.6253407
38.2190919,-85.6919955
38.2307300,-85.7916904
38.2033664,-85.7874828
38.2362328,-85.5291815
38.1889425,-85.8421254
38.2030849,-85.8230898
38.2622724,-85.7006149
38.1119098,-85.6121486
38.1497837,-85.5999229
38.1279415,-85.8729594
38.1496520,-85.6371572
38.1374629,-85.6866431
38.2465803,-85.6331362
38.1742567,-85.7975071
38.1031583,-85.8330308
38.0968685,-85.8645589
38.2261729,-85.4818080
38.1494173,-85.6246114
38.2205047,-85.6493047
38.1340667,-85.6479379
38.1472302,-85.8410839
38.1370744,-85.8627864
38.1836680,-85.7803872
38.2581138,-85.8240084
38.2651971,-85.7803273
38.1630296,-85.7110126
38.1887526,-85.7724330
38.1744533,-85.8118373
38.1679977,-85.6755676
38.0982355,-85.8645162
38.1856544,-85.5776583
38.1888979,-85.7662495
38.1901961,-85.8186777
38.1805209,-85.8556297
38.1108509,-85.8391466
38.2239206,-85.6788747
38.2020438,-85.6331651
38.2177578,-85.6493606
38.2138031,-85.7919887
38.2138211,-85.7921618
38.2382124,-85.7171257
38.3019073,-85.5150978
38.1900715,-85.8404708
38.1288723,-85.6544536
38.1141355,-85.6041020
38.2286019,-85.7067457
38.1343099,-85.6092876
38.1628435,-85.5916368
38.2674780,-85.6735343
38.2502140,-85.6643296
38.2445568,-85.5836355
38.1474508,-85.5610538
38.2028311,-85.8416735
38.2191850,-85.6580522
38.2247527,-85.7062411
38.0790740,-85.8668162
38.2039413,-85.8533053
38.2149483,-85.7439891
38.2586871,-85.6528290
38.1870552,-85.5777644
38.1374415,-85.6402564
38.0884627,-85.8724749
38.3023798,-85.5647381
38.1433695,-85.8912758
38.1519308,-85.6279925
38.1521156,-85.8679305
38.2597405,-85.7938711
38.2168145,-85.7319538
38.1791862,-85.5443793
38.0659464,-85.8867066
38.2948875,-85.5762522
38.1117508,-85.8127535
38.1548481,-85.6425908
38.1768782,-85.5413497
38.2674034,-85.8234426
38.2000612,-85.7167518
38.1771909,-85.8388902
38.2914244,-85.5511746
38.1940969,-85.8405913
38.2249229,-85.6510356
38.1762047,-85.8046369
38.1967497,-85.7883460
38.1051883,-85.7420151
38.1837091,-85.7611625
38.2276972,-85.7109228
38.1629344,-85.7679417
38.2570650,-85.6203993
38.1484487,-85.5603486
38.1253214,-85.5844588
38.1966169,-85.7673715
38.2635050,-85.7922122
38.1143810,-85.7622367
38.1463247,-85.8719842
38.1699967,-85.8388856
38.2721209,-85.6593431
38.0866793,-85.5982063
38.2126402,-85.6813440
38.1364946,-85.6362895
38.2886742,-85.5081692
38.1468521,-85.8717125
38.2868197,-85.5960601
38.1509432,-85.5691756
38.2493357,-85.5980147
38.1418809,-85.6540654
38.2524358,-85.5902884
38.2075384,-85.8173978
38.1661996,-85.7685168
38.2336707,-85.6650046
38.2420677,-85.7107561
38.1865261,-85.7650695
38.2036488,-85.7868614
38.0597523,-85.9041546
38.2451275,-85.5864492
38.2685423,-85.8223342
38.1652129,-85.8731843
38.1369045,-85.6333026
38.0607337,-85.8869433
38.2305250,-85.5760142
38.1073624,-85.8357114
38.1606218,-85.6104969
38.1573479,-85.5761537
38.1501057,-85.8525437
38.1458855,-85.6661505
38.1978655,-85.6434359
38.2067767,-85.7310003
38.1623006,-85.7671950
38.1490054,-85.8659259
38.1470411,-85.6121582
38.1517326,-85.8515639
38.1134496,-85.8650850
38.2276739,-85.6800913
38.2338099,-85.7821683
38.2279933,-85.7922446
38.2211162,-85.8059613
38.2000641,-85.7865585
38.2173942,-85.8006768
38.2083542,-85.8293061
38.3197895,-85.6040326
38.2289080,-85.6803959
38.2580306,-85.8213782
38.1700218,-85.8226910
38.1693966,-85.6997442
38.2283258,-85.6874103
38.2011324,-85.7993575
38.2589165,-85.7828865
38.1744787,-85.5241676
38.0594171,-85.8952831
38.1423274,-85.7822503
38.2268145,-85.7892855
38.2431174,-85.7920247
38.2476816,-85.6640204
38.0989697,-85.7377492
38.1058556,-85.8630916
38.2581734,-85.8151635
38.1884141,-85.7625235
38.1709047,-85.7981351
38.2032785,-85.6282030
38.2394710,-85.5328355
38.2500261,-85.7362147
38.1996729,-85.6334441
38.2142182,-85.6256593
38.1751811,-85.5181413
38.1000052,-85.8610391
38.2381031,-85.6471775
38.2285296,-85.7019748
38.1155830,-85.8673337
38.1312558,-85.8527343
38.2363717,-85.7150058
38.2212674,-85.7352365
38.1905332,-85.7717202
38.2669477,-85.7835116
38.2302306,-85.8022817
38.2672924,-85.7918732
38.0964409,-85.6468764
38.2192175,-85.6537101
38.1469376,-85.6329270
38.2229325,-85.6724087
38.1375219,-85.6049729
38.1609089,-85.7116428
38.1524895,-85.8276920
38.0921541,-85.6588122
38.1553565,-85.5611356
38.2373901,-85.7347814
38.1894372,-85.6355024
38.1115108,-85.8420735
38.2135489,-85.6420162
38.0781158,-85.8746738
38.2664010,-85.7914572
38.1570825,-85.7774678
38.1675082,-85.8538630
38.1491384,-85.6042143
38.2604102,-85.6858880
38.1740138,-85.8110290
38.1838654,-85.7903428
38.2466848,-85.7263110
38.1629794,-85.7767241
38.1460332,-85.8887402
38.1746641,-85.8437718
38.1676680,-85.7757112
38.2202745,-85.7991869
38.1482865,-85.8526166
38.1028179,-85.8532463
38.1503167,-85.5678176
38.2679480,-85.7953620
38.1421219,-85.6530064
38.1734671,-85.7711523
38.1555152,-85.5632159
38.1053074,-85.7468775
38.2153771,-85.6349031
38.2409278,-85.4246891
38.2205633,-85.6776947
38.1277740,-85.8517245
38.1904524,-85.7756031
38.1950979,-85.7842464
38.1369481,-85.6041377
38.1402375,-85.5596004
38.2733187,-85.6029036
38.0882672,-85.8725809
38.2368034,-85.6524573
38.3114684,-85.5234318
38.2362605,-85.7278069
38.2242220,-85.7592210
38.1436795,-85.7817541
38.1894117,-85.8675132
38.1837420,-85.5742297
38.1745934,-85.5294467
38.1988714,-85.6350219
38.1537169,-85.8385451
38.1459937,-85.6241381
38.1313729,-85.6246955
38.1425823,-85.7859836
38.2146537,-85.6784849
38.2000361,-85.7614515
38.1596498,-85.8470172
38.1361873,-85.6266946
38.1510259,-85.6120580
38.1422881,-85.7681559
38.2542738,-85.7119712
38.2008205,-85.6307662
38.3205247,-85.5528007
38.0654903,-85.8918756
38.1885295,-85.8704101
38.2594758,-85.6455411
38.1342753,-85.6496666
38.2355942,-85.7868304
38.2193013,-85.6830617
38.1048114,-85.8561451
38.2014801,-85.6112130
38.1633699,-85.8516642
38.1182687,-85.6830364
38.1563532,-85.5527557
38.1737661,-85.5430161
38.2160741,-85.7321157
38.2441326,-85.4492474
38.1811797,-85.7092539
38.1589197,-85.5903253
38.1641797,-85.8555238
38.2236700,-85.6977910
38.1241560,-85.8175327
38.1354190,-85.7882368
38.2130054,-85.7802881
38.1936801,-85.7749513
38.2710352,-85.6354601
38.1920034,-85.5715620
38.2483841,-85.6835154
38.1773456,-85.6166495
38.1121644,-85.8513657
38.1326674,-85.6546860
38.1467198,-85.8816470
38.1779284,-85.8059437
38.3103393,-85.5416796
38.1958247,-85.6748545
38.1799887,-85.8065849
38.2402409,-85.7142290
38.2284483,-85.7184500
38.2092439,-85.7199080
38.1061612,-85.6628033
38.0822261,-85.8697103
38.1219960,-85.7563242
38.2106665,-85.7460587
38.0895717,-85.6570287
38.2083670,-85.8215865
38.2600939,-85.7971585
38.2240185,-85.6806051
38.2106646,-85.7734455
38.2106735,-85.6808253
38.1544170,-85.5618049
38.1547256,-85.5541298
38.1246332,-85.8417062
38.1169784,-85.8731181
38.1591132,-85.6080013
38.2720357,-85.5643149
38.1545056,-85.7570658
38.1918944,-85.7803212
38.1671860,-85.8644105
38.1367529,-85.6354152
38.1548947,-85.5553706
38.2184173,-85.6639869
38.2640160,-85.7904146
38.2181708,-85.7883191
38.1574441,-85.7690493
38.1368222,-85.7650314
38.1146096,-85.7610384
38.2159025,-85.6789772
38.2410457,-85.8044068
38.2357928,-85.7899271
38.1590468,-85.6072396
38.1771421,-85.7750084
38.0769120,-85.9005153
38.1179223,-85.8710090
38.0944207,-85.5689474
38.1623104,-85.6103993
38.1090508,-85.8774401
38.1964107,-85.6763698
38.2566906,-85.8192376
38.2612531,-85.6476796
38.1699979,-85.5393042
38.1567633,-85.8783540
38.2360316,-85.7054853
38.1798480,-85.7909840
38.1995033,-85.7161520
38.2019331,-85.8028646
38.3035618,-85.5142892
38.2485474,-85.8240297
38.2313691,-85.7982101
38.0750340,-85.8731580
38.2302965,-85.7061821
38.2107243,-85.7735125
38.1755358,-85.8369244
38.1138484,-85.7616869
38.1283878,-85.6710025
38.2672717,-85.6498929
38.1750566,-85.5875665
38.1150978,-85.8739409
38.2414621,-85.6664713
38.2366743,-85.4265987
38.2019352,-85.8104641
38.2297421,-85.5755086
38.2295004,-85.7055203
38.1763436,-85.8577124
38.0964047,-85.8503160
38.2086158,-85.8184109
38.2258496,-85.6873208
38.1054864,-85.6082623
38.0741218,-85.8745765
38.1198722,-85.8414430
38.2247988,-85.8032532
38.1920841,-85.7652058
38.2396839,-85.4218033
38.2658401,-85.7996205
38.1191719,-85.7544136
38.1703202,-85.6951697
38.2632989,-85.7086465
38.1885770,-85.7570228
38.2283676,-85.7953491
38.1112113,-85.8120245
38.2004886,-85.8437508
38.1045174,-85.6657418
38.2499016,-85.5949214
38.1395320,-85.6070098
38.2191419,-85.7449569
38.1568834,-85.8392382
38.1248902,-85.5602860
38.1688944,-85.6760639
38.2286872,-85.7951043
38.2196719,-85.7961010
38.1910608,-85.6327552
38.1775335,-85.8376456
38.1690664,-85.7661046
38.2314482,-85.7556337
38.2073304,-85.6843558
38.2224653,-85.6824823
38.0904229,-85.6525511
38.2310266,-85.8008555
38.2540019,-85.7015419
38.2282796,-85.7860216
38.2485033,-85.7251711
38.2227131,-85.6801938
38.2598527,-85.6458266
38.2011789,-85.6281393
38.3108570,-85.5500235
38.1061787,-85.8348592
38.1377985,-85.8817385
38.2627979,-85.7976472
38.2425232,-85.7856477
38.2232143,-85.7979606
38.1474138,-85.8759541
38.1482046,-85.6357307
38.3066011,-85.5186430
38.2192210,-85.6956615
38.2499685,-85.6597856
38.0846819,-85.8687103
38.1881309,-85.8705643
38.1279977,-85.8504460
38.2174241,-85.6762926
38.1874177,-85.7583649
38.2046380,-85.7387774
38.0970267,-85.8803430
38.1567473,-85.8384174
38.1860392,-85.5196578
38.1918278,-85.7738237
38.1635307,-85.8521225
38.2576112,-85.6133636
38.1550365,-85.6000370
38.1662834,-85.8584940
38.2419033,-85.7096968
38.2075960,-85.6844629
38.1752863,-85.8550410
38.2258157,-85.7061406
38.2440480,-85.7815424
38.2153764,-85.7457192
38.3248330,-85.5627583
38.2396956,-85.7112860
38.1090710,-85.8553041
38.0890196,-85.8815211
38.2069184,-85.8197387
38.2623002,-85.6015331
38.1422545,-85.8546111
38.1796952,-85.8229881
38.2654551,-85.7856637
38.2070638,-85.6923920
38.1978656,-85.7673205
38.1416774,-85.8774268
38.1504594,-85.6244833
38.0926508,-85.6587771
38.2214582,-85.6575075
38.2472405,-85.7277474
38.2618434,-85.7864420
38.1883688,-85.7182471
38.1744164,-85.6287115
38.1043965,-85.6096543
38.2471897,-85.8217531
38.2564576,-85.6885527
38.2169309,-85.7913301
38.3232837,-85.5341871
38.2508641,-85.6376716
38.1509070,-85.5976519
38.2681741,-85.6729471
38.1584662,-85.7569935
38.2451294,-85.8060143
38.1286069,-85.8663455
38.2475971,-85.7367496
38.2119478,-85.7795217
38.2380525,-85.7100033
38.2101581,-85.6573351
38.2238000,-85.7005787
38.2201100,-85.7963423
38.2050839,-85.6886042
38.1429620,-85.8658081
38.2467352,-85.8261946
38.1901013,-85.8691458
38.1994577,-85.5188856
38.1473635,-85.6762073
38.2444315,-85.7952168
38.2529935,-85.8178499
38.1687501,-85.7122153
38.2225976,-85.7955950
38.2361591,-85.7822670
38.2356452,-85.7042163
38.3057042,-85.6033134
38.1998094,-85.6060824
38.2993906,-85.5680880
38.2514969,-85.8173696
38.2716346,-85.7951478
38.1984135,-85.7744956
38.2136832,-85.7786846
38.2204416,-85.7951000
38.1389054,-85.7668656
38.1899376,-85.8627662
38.1803763,-85.6039729
38.1040732,-85.8734890
38.2292811,-85.6933645
38.2384622,-85.7226024
38.2453059,-85.6468542
38.0775802,-85.8761207
38.1715180,-85.7108246
38.1874284,-85.7811311
38.1716546,-85.6729127
38.2726730,-85.6023345
38.1987669,-85.7300845
38.2528396,-85.4213493
38.2395300,-85.6494723
38.1723785,-85.7670726
38.1923480,-85.7796665
38.3232586,-85.5352063
38.1416092,-85.8466433
38.2896811,-85.5393598
38.2405149,-85.8097638
38.2254233,-85.7107109
38.1664675,-85.5766992
38.1349496,-85.8643405
38.1167113,-85.8689423
38.2079691,-85.6986151
38.2244395,-85.7917375
38.2871580,-85.4850142
38.2258995,-85.8013049
38.1589843,-85.5722745
38.1753061,-85.5435153
38.1672776,-85.8471196
38.1322445,-85.6080273
38.1504005,-85.6328642
38.1732769,-85.6609769
38.2067922,-85.7824997
38.2635229,-85.7072851
38.1922774,-85.7843503
38.1472883,-85.6694921
38.2292845,-85.7951340
38.2523496,-85.8248992
38.2645398,-85.7813180
38.1850034,-85.7843716
38.1962977,-85.5945646
38.1651011,-85.8605438
38.1743569,-85.5743266
38.1640904,-85.8555021
38.2381686,-85.7898869
38.1493912,-85.8261710
38.0992823,-85.8570957
38.1927342,-85.7743851
38.1771499,-85.8103883
38.2620109,-85.7854942
38.1413065,-85.8554374
38.2740716,-85.6374824
38.2434078,-85.6489045
38.2265353,-85.7017065
38.1976597,-85.7182990
38.2294077,-85.6956144
38.2358231,-85.7397699
38.0993775,-85.6684238
38.2210375,-85.6960423
38.2627863,-85.5984220
38.1593894,-85.5831112
38.1290805,-85.8166818
38.1151743,-85.8518577
38.2352772,-85.7789379
38.1533555,-85.8732653
38.2384815,-85.5260547
38.1214715,-85.6733714
38.1491712,-85.7652678
38.2290713,-85.4849357
38.1688177,-85.6969271
38.0882910,-85.6497479
38.1326402,-85.6176207
38.2459285,-85.5830991
38.2560664,-85.6155532
38.1284853,-85.8168389
38.1606858,-85.7766356
38.1520959,-85.7873214
38.2494299,-85.7272708
38.2388136,-85.7844772
38.0740208,-85.8729769
38.2900219,-85.5504458
38.2253189,-85.6513331
38.1753993,-85.8864613
38.1514366,-85.5995997
38.2140323,-85.6265830
38.2416434,-85.7824959
38.1296496,-85.8650774
38.1569661,-85.6427957
38.2231603,-85.6835073
38.2199649,-85.6655370
38.2108114,-85.8298032
38.1776890,-85.8312336
38.2716380,-85.6451770
38.1933642,-85.6390137
38.2391158,-85.7154747
38.2236169,-85.6920157
38.2200370,-85.6851110
38.2594674,-85.8144586
38.1780744,-85.6643356
38.0944127,-85.8792154
38.1892481,-85.7596965
38.2038034,-85.8176370
38.1461501,-85.8683517
38.1227775,-85.7729776
38.1907324,-85.6339190
38.3129543,-85.5222791
38.2019213,-85.7293060
38.2148751,-85.7340646
38.1684566,-85.8420672
38.3165459,-85.5499559
38.1468226,-85.6645904
38.2581278,-85.6529462
38.2272907,-85.7546615
38.2388562,-85.7335243
38.2518831,-85.5980825
38.1758324,-85.8178532
38.1506045,-85.5788104
38.2035889,-85.6285026
38.1546541,-85.8673731
38.2050309,-85.8167681
38.2485775,-85.6657904
38.2317775,-85.7956923
38.2036043,-85.6340349
38.2235101,-85.4811377
38.2495482,-85.6664114
38.1678336,-85.7706561
38.1990048,-85.8019806
38.2232423,-85.6429996
38.1468751,-85.6530103
38.1878190,-85.7788257
38.2259610,-85.7554469
38.2209049,-85.7426572
38.1437828,-85.6602004
38.2477679,-85.5152850
38.1984304,-85.6383470
38.1227410,-85.8557409
38.2100056,-85.6572165
38.1146779,-85.8526672
38.1892655,-85.8443504
38.1998510,-85.5202846
38.2400496,-85.7780594
38.2379608,-85.7854598
38.2215360,-85.7975863
38.2298698,-85.8033856
38.2290662,-85.6771310
38.1774942,-85.8560774
38.1951171,-85.7759007
38.0940212,-85.6467431
38.1672914,-85.6897592
38.0819306,-85.5863565
38.1577380,-85.8463457
38.2469226,-85.7782626
38.2214224,-85.6802093
38.1208822,-85.7521454
38.1941139,-85.7785057
38.1707568,-85.6723703
38.2053075,-85.8177417
38.1399567,-85.6152086
38.2399144,-85.5257921
38.1738049,-85.6629806
38.1122593,-85.8317710
38.2537125,-85.6151167
38.0969988,-85.8830793
38.1519164,-85.5807037
38.1972277,-85.6446522
38.2292173,-85.7009432
38.1119258,-85.8704131
38.0835921,-85.8719915
38.1654363,-85.8258283
38.1271038,-85.6705572
38.2921817,-85.5491140
38.2336461,-85.4879799
38.1624759,-85.7674404
38.1783991,-85.7778691
38.1453046,-85.8820969
38.1429597,-85.8893508
38.1839391,-85.5670492
38.1740474,-85.8004972
38.2225243,-85.7946095
38.2466785,-85.7390001
38.1840136,-85.8022534
38.2204913,-85.7482531
38.2430135,-85.4475586
38.1456563,-85.8669209
38.2358447,-85.5302192
38.2352721,-85.7099257
38.1967408,-85.7279225
38.1979189,-85.6763746
38.1886708,-85.7613444
38.1809517,-85.8541492
38.1206816,-85.8629706
38.1855201,-85.7762846
38.1989464,-85.7094857
38.2336962,-85.7936627
38.1140062,-85.8529288
38.2105926,-85.7761108
38.1806787,-85.8326835
38.2745988,-85.6507126
38.0901652,-85.6140275
38.2990243,-85.5655785
38.1798833,-85.6283849
38.1401353,-85.6618614
38.1834947,-85.5759927
38.1221660,-85.6069649
38.2326078,-85.7114786
38.2225088,-85.7627115
38.2015479,-85.7333126
38.2026637,-85.6348327
38.2338508,-85.7964485
38.1701443,-85.6356806
38.1746621,-85.8346052
38.3244968,-85.5630223
38.1734274,-85.8849179
38.1477512,-85.5996770
38.2192619,-85.7486355
38.2040635,-85.7291643
38.2093004,-85.6612530
38.1192429,-85.8482149
38.2513194,-85.5900219
38.2285451,-85.7692447
38.2326596,-85.7057529
38.2323451,-85.7384234
38.2605789,-85.7848522
38.1727958,-85.7713061
38.1646543,-85.8597138
38.2036348,-85.8154925
