latitude,longitude
38.1293444,-85.8694525
38.2280655,-85.4863451
38.1913086,-85.6204936
38.1317667,-85.6066585
38.1137698,-85.8483389
38.1930932,-85.8477847
38.1653545,-85.7778285
38.1857536,-85.7574205
38.2572362,-85.7185906
38.1196174,-85.8479415
38.1875795,-85.7175630
38.1621300,-85.7781764
38.2396510,-85.4476664
38.1330791,-85.6795925
38.2059809,-85.7199399
38.2214433,-85.7348210
38.2218329,-85.6578463
38.1369961,-85.6289222
38.1485459,-85.6208633
38.1902188,-85.6344717
38.2532566,-85.6412488
38.1149956,-85.6033721
38.1460875,-85.6630476
38.2270765,-85.4889644
38.1979500,-85.7772878
38.1788133,-85.8309080
38.2017446,-85.8078758
38.3057210,-85.5176899
38.1980048,-85.7689148
38.1731410,-85.5755982
38.2608245,-85.6477040
38.1189365,-85.8484424
38.2217026,-85.6904098
38.2136436,-85.7308309
38.2534729,-85.8138005
38.2219949,-85.7441879
38.2015328,-85.6331102
38.2166926,-85.7386937
38.1053306,-85.8349876
38.0865708,-85.5493601
38.2737931,-85.6038955
38.1879604,-85.8521725
38.1739356,-85.6026710
38.2689179,-85.6013545
38.2656785,-85.7814325
38.2324097,-85.7958216
38.1627238,-85.5753352
38.2187003,-85.7416655
38.2004426,-85.6715591
38.1101783,-85.8585928
38.2220716,-85.7442883
38.2496610,-85.6619737
38.1459912,-85.8437830
38.2124316,-85.7933637
38.1714429,-85.6380874
38.1330131,-85.6460266
38.2302328,-85.6885195
38.2052418,-85.7835068
38.2477109,-85.6361474
38.1642433,-85.7055024
38.2747959,-85.6508728
38.1429187,-85.7835512
38.2057468,-85.6285252
38.3054069,-85.6250349
38.2547176,-85.6416020
38.1873483,-85.7766062
38.2644927,-85.7095823
38.2112110,-85.7796115
38.2474001,-85.7403974
38.1461052,-85.6264911
38.2715079,-85.6025388
38.3086648,-85.5400150
38.1423705,-85.8793729
38.1542477,-85.8803603
38.2369400,-85.4439419
38.2548935,-85.6186352
38.2735642,-85.6454078
38.2639395,-85.7846115
38.2543868,-85.7021444
38.2293525,-85.6975008
38.2337211,-85.7812837
38.0941628,-85.5706738
38.3005258,-85.5127439
38.2813625,-85.4765208
38.1456520,-85.8785956
38.1170562,-85.5671947
38.1204802,-85.8707410
38.1758589,-85.8164443
38.2303346,-85.5765284
38.2405321,-85.7947439
38.1577700,-85.6131456
38.1164240,-85.8435116
38.1460709,-85.5794805
38.1343641,-85.6620032
38.2386504,-85.7124198
38.2260936,-85.8187183
38.1615885,-85.7703624
38.1649178,-85.7740268
38.1430113,-85.8812734
38.1842304,-85.5796683
38.2297572,-85.6779485
38.2592986,-85.6191345
38.1507744,-85.7918031
38.1941046,-85.7704858
38.1799918,-85.8295832
38.1326326,-85.8523574
38.2012205,-85.7775776
38.2647484,-85.7801123
38.2268434,-85.7132239
38.2216139,-85.6941987
38.1634261,-85.7059534
38.1935504,-85.8425782
38.1679823,-85.8538100
38.1122704,-85.8289121
38.2476588,-85.8075873
38.2220364,-85.6643063
38.0650807,-85.8504799
38.1145348,-85.8681612
38.2034235,-85.8291388
38.1435667,-85.7904970
38.3048925,-85.5724920
38.2420114,-85.5305347
38.0892470,-85.8865633
38.2191194,-85.6642891
38.1943333,-85.8254552
38.1541033,-85.5842091
38.0909308,-85.6479765
38.1067510,-85.6656364
38.2671834,-85.6639056
38.1965582,-85.6749537
38.0760747,-85.8775329
38.1619049,-85.7773751
38.2402540,-85.7112803
38.2741432,-85.6038779
38.1906081,-85.8753248
38.1191035,-85.8708485
38.2096273,-85.7302661
38.2548065,-85.7118008
38.2160389,-85.7929238
38.2635020,-85.6466652
38.3056204,-85.5395746
38.0575797,-85.9022547
38.2443868,-85.6454597
38.1535790,-85.5628583
38.2652473,-85.8172515
38.0627074,-85.9000688
38.1354178,-85.8653094
38.1126155,-85.8138358
38.1862061,-85.8564921
38.2295726,-85.6993379
38.1493686,-85.7823465
38.1530469,-85.5657322
38.2664909,-85.6400172
38.2387677,-85.7841123
38.2276203,-85.7889801
38.2281454,-85.7050432
38.3099768,-85.5206538
38.3105160,-85.5988598
38.3064967,-85.5403081
38.2063238,-85.7256484
38.2647706,-85.7869407
38.1981920,-85.6413854
38.2302864,-85.5765062
38.2172207,-85.7501485
38.2212443,-85.6715327
38.2568696,-85.8251148
38.2350129,-85.7863768
38.2566058,-85.7009153
38.1103831,-85.6620119
38.1074500,-85.6646676
38.1570538,-85.8766162
38.2509407,-85.5954212
38.1987168,-85.8087018
38.2880734,-85.5452081
38.1566230,-85.8372873
38.2662473,-85.6362217
38.0822885,-85.8646434
38.1134854,-85.7603144
38.2264934,-85.6870389
38.2276302,-85.6855051
38.1557428,-85.5652447
38.1176827,-85.5783760
38.2734100,-85.6338431
38.1516985,-85.6728300
38.1213693,-85.6786067
38.1611102,-85.7643859
38.2381485,-85.7181951
38.2843744,-85.4783159
38.1757886,-85.8134916
38.2113248,-85.7796827
38.2543510,-85.7056775
38.2646501,-85.8247185
38.1892976,-85.7598176
38.1625114,-85.8556151
38.1372605,-85.8590928
38.1152665,-85.6684981
38.2617499,-85.8207629
38.2387844,-85.7918870
38.2299688,-85.4876296
38.1370420,-85.7970300
38.1306694,-85.6084964
38.1359533,-85.7689243
38.1817734,-85.8252178
38.2361057,-85.7042642
38.2139320,-85.7758698
38.2265499,-85.7857039
38.1468896,-85.6079539
38.0503144,-85.8964298
38.2324061,-85.5763797
38.2929539,-85.5500465
38.2220515,-85.7431952
38.2355194,-85.7906238
38.1828399,-85.8135096
38.1401506,-85.8694161
38.1431064,-85.8674380
38.2633697,-85.7911472
38.1433620,-85.6600358
38.1569740,-85.7608721
38.1643253,-85.7733121
38.2536683,-85.8164069
38.2086995,-85.6493040
38.1938805,-85.7283137
38.2041027,-85.7342013
38.1760870,-85.5262819
38.1838591,-85.5198683
38.1884811,-85.8423754
38.1971958,-85.7815909
38.2472344,-85.8225620
38.2653526,-85.8226457
38.2372796,-85.7779872
38.1909751,-85.7653976
38.2566254,-85.7170832
38.0834988,-85.6282498
38.1671357,-85.5755674
38.2254355,-85.8111521
38.2257085,-85.6860429
38.0723728,-85.8749622
38.1696061,-85.8235391
38.2029768,-85.7114313
38.2166826,-85.6371454
38.2597498,-85.8231174
38.0921046,-85.5686998
38.2110335,-85.8207604
38.2661682,-85.6000302
38.1233826,-85.7729298
38.1540785,-85.6221332
38.1026854,-85.5260655
38.1836612,-85.8060251
38.1740430,-85.5747240
38.1304077,-85.6226785
38.2289081,-85.6775958
38.0816700,-85.8965031
38.1689288,-85.8373750
38.2204834,-85.8035482
38.2025746,-85.7825144
38.1434575,-85.8673737
38.2256292,-85.7346842
38.1120803,-85.7620920
38.2290151,-85.7708792
38.1297283,-85.8767628
38.1490243,-85.5740053
38.0932165,-85.8682598
38.2054295,-85.6956791
38.1778330,-85.7093463
38.0864039,-85.8719551
38.2377497,-85.7310403
38.1991091,-85.7862721
38.1530816,-85.5527241
38.1239563,-85.8754111
38.0986659,-85.8648560
38.1424348,-85.8678002
38.1003109,-85.8769940
38.1466936,-85.8393577
38.1915755,-85.7660352
38.1234092,-85.5794909
38.1376087,-85.6064132
38.1071461,-85.5152753
38.1749511,-85.5282528
38.2123643,-85.7798303
38.1997033,-85.7619310
38.2074251,-85.6273371
38.1636366,-85.8493998
38.2646444,-85.8169454
38.1829621,-85.7833417
38.1102843,-85.8276333
38.1406965,-85.8823156
38.3067041,-85.6247693
38.1559101,-85.6244985
38.0609854,-85.8932260
38.1606069,-85.8584933
38.1550795,-85.5536605
38.1285341,-85.8767181
38.1985226,-85.7863650
38.2204984,-85.7356629
38.0873733,-85.6540643
38.2874117,-85.5472325
38.2660129,-85.8169201
38.2654251,-85.7887651
38.0754201,-85.8781502
38.1778369,-85.5263174
38.1760175,-85.7797943
38.2336236,-85.7844742
38.2040567,-85.6286554
38.1378508,-85.8568595
38.1441575,-85.8672597
38.2222263,-85.8037291
38.1241902,-85.8110998
38.1598765,-85.7626413
38.2624508,-85.8189384
38.1921694,-85.6312887
38.1946994,-85.7880920
38.1485086,-85.5665051
38.2408301,-85.6478098
38.1541031,-85.6406088
38.2658707,-85.8249656
38.2004489,-85.7902654
38.2468305,-85.8271046
38.1667855,-85.5722094
38.1552641,-85.5810898
38.2361267,-85.7925200
38.1839655,-85.7777921
38.2083383,-85.7436674
38.2181785,-85.6815318
38.2719085,-85.5661162
38.2273117,-85.7897865
38.2202315,-85.7359834
38.2374975,-85.7261672
38.2453912,-85.6920645
38.1670899,-85.7082758
38.1182116,-85.8099916
38.1243627,-85.8436403
38.2219133,-85.6887025
38.2564921,-85.5930653
38.1417139,-85.8087498
38.1895471,-85.8417982
38.1775904,-85.8093522
38.0941183,-85.5618535
38.2049806,-85.8148075
38.0571318,-85.8982512
38.1922709,-85.6100049
38.1727763,-85.6949581
38.1437997,-85.6080505
38.1853233,-85.7847455
38.1286974,-85.8548875
38.3058315,-85.5122455
38.2192352,-85.6776063
38.1470121,-85.6341500
38.1144508,-85.8295300
38.3087820,-85.6136148
38.2620602,-85.5993468
38.2272598,-85.7074586
38.2353681,-85.7885066
38.1429822,-85.8087428
38.2415323,-85.6475238
38.1652604,-85.5762093
38.0695591,-85.8760662
38.1364364,-85.8038552
38.2208915,-85.8024038
38.0928906,-85.8534307
38.1557234,-85.7594588
38.0838767,-85.8664433
38.1969254,-85.6469528
38.2069581,-85.7214458
38.1354736,-85.6533215
38.1136041,-85.8697266
38.2635025,-85.4382591
38.1340425,-85.6790772
38.1427664,-85.8098871
38.1097397,-85.8588374
38.2376601,-85.7404074
38.2408780,-85.7287122
38.2077234,-85.7954896
38.0871614,-85.8731604
38.1415812,-85.7829323
38.2740870,-85.6038641
38.2740313,-85.6038457
38.1784940,-85.8545038
38.1329187,-85.6349327
38.0644834,-85.8971744
38.2901609,-85.5776442
38.1749917,-85.5252094
38.2631531,-85.7892764
38.1094196,-85.8600103
38.1562848,-85.6331583
38.0917447,-85.7506577
38.1320468,-85.5949087
38.2343931,-85.7334627
38.1546474,-85.8693782
38.1584255,-85.6378820
38.2354152,-85.5683515
38.1801500,-85.8503846
38.2502585,-85.6366858
38.1968604,-85.7718015
38.2543207,-85.8136560
38.1984482,-85.7743914
38.1138324,-85.8321898
38.1772839,-85.8182986
38.1945898,-85.7760001
38.2393355,-85.7965296
38.2573308,-85.8211310
38.2305421,-85.4832939
38.1656476,-85.5761842
38.2692026,-85.6674784
38.1731911,-85.8817601
38.1452933,-85.8432038
38.1289096,-85.6722244
38.0726521,-85.8379506
38.2323940,-85.7896653
38.2114405,-85.7977829
38.2264542,-85.4790787
38.1518556,-85.6668185
38.2218930,-85.7980926
38.1543508,-85.6180586
38.1931640,-85.8366833
38.2538639,-85.4185781
38.2104308,-85.7308555
38.2127998,-85.6641361
38.1366027,-85.6215649
38.1894195,-85.8442707
38.1739086,-85.5288041
38.2283701,-85.6942821
38.1776455,-85.7790553
38.1116052,-85.8302386
38.2119383,-85.6422773
38.2393272,-85.7862857
38.1421219,-85.7860226
38.2612345,-85.7101102
38.2097559,-85.7334048
38.1738897,-85.6655193
38.3155870,-85.5479118
38.2663090,-85.6404104
38.1242043,-85.8182091
38.2465662,-85.6438879
38.2578555,-85.6843441
38.2284857,-85.7919787
38.2280687,-85.6949385
38.1436932,-85.8492760
38.2556975,-85.7017431
38.1462954,-85.8893247
38.1442273,-85.8754155
38.2116728,-85.4451003
38.1694429,-85.7657437
38.2180573,-85.7493522
38.1575964,-85.7738938
38.2981225,-85.5707791
38.1545439,-85.6401582
38.1968812,-85.7734389
38.1003605,-85.8411128
38.0973857,-85.8619203
38.1150473,-85.8673227
38.2662637,-85.7817837
38.1850336,-85.7913197
38.2655217,-85.7913910
38.2740183,-85.6039427
38.2204100,-85.6812642
38.3026128,-85.5399355
38.1360900,-85.6338078
38.2336041,-85.5746034
38.1770381,-85.5863865
38.1418135,-85.8443243
38.1322107,-85.6331147
38.2389089,-85.7197396
38.1262069,-85.8118272
38.1011224,-85.8611933
38.1478077,-85.5998858
38.2046131,-85.7340786
38.1983315,-85.7648463
38.1825027,-85.7656620
38.2671521,-85.5947149
38.1550814,-85.5570524
38.2560168,-85.8192840
38.2121279,-85.7447312
38.1885316,-85.7760760
38.1882625,-85.7770595
38.2118207,-85.6579612
38.1922122,-85.7738274
38.2053774,-85.7380390
38.2920432,-85.5430479
38.1949314,-85.7124927
38.1097270,-85.8587860
38.1804762,-85.6274746
38.1402976,-85.6633459
38.1119896,-85.6611811
38.1481819,-85.7770739
38.2152877,-85.6690953
38.1708180,-85.8777551
38.1244028,-85.8633303
38.1124094,-85.6613698
38.0757828,-85.8728446
38.1423445,-85.8785242
38.1345369,-85.6504818
38.1765066,-85.5249788
38.2443233,-85.8099901
38.2028768,-85.8368223
38.2590627,-85.6180425
38.2010651,-85.6283355
38.1780113,-85.8237885
38.1828430,-85.5745321
38.2059252,-85.8544111
38.1826690,-85.8514496
38.1657738,-85.8566408
38.2229785,-85.8016041
38.2286037,-85.7018501
38.2040968,-85.8169494
38.1230687,-85.8174315
38.2113422,-85.7327211
38.2182575,-85.6775632
38.1611958,-85.7087480
38.0946160,-85.8610579
38.1617949,-85.7658869
38.1412507,-85.8841173
38.1978390,-85.7724354
38.0974277,-85.8800292
38.1106822,-85.6585960
38.1091849,-85.6611922
38.2567828,-85.6143829
38.2388442,-85.7147684
38.2100526,-85.7369756
38.2054367,-85.6266020
38.1710308,-85.8355949
38.2132962,-85.7125308
38.2528357,-85.5957572
38.0745673,-85.8775787
38.3178560,-85.5520103
38.1770699,-85.8145003
38.2148907,-85.6245085
38.1379439,-85.7960004
38.2673997,-85.5937084
38.1330459,-85.6310974
38.3060329,-85.5413333
38.1613884,-85.7061674
38.2058958,-85.8646357
38.2452528,-85.4539446
38.2574677,-85.8224149
38.2402870,-85.7843925
38.1495302,-85.7925136
38.1983057,-85.7677534
38.2214008,-85.6849147
38.2172447,-85.7942958
38.0595253,-85.8976723
38.2379097,-85.5308711
38.1005840,-85.5983339
38.3113334,-85.5216108
38.1540054,-85.5493607
38.2519755,-85.8185458
38.1219105,-85.7414797
38.2330973,-85.5750088
38.2238475,-85.7233785
38.3108696,-85.5236847
38.2249518,-85.4845573
38.2014500,-85.6312997
38.2111774,-85.7825047
38.2660807,-85.7934756
38.2448022,-85.8102785
38.2231088,-85.6458352
38.1417229,-85.7848062
38.2600670,-85.7147028
38.1047537,-85.6091466
38.1860778,-85.7731264
38.1524310,-85.6083425
38.0971165,-85.6508378
38.1120777,-85.8755303
38.1813440,-85.7621519
38.2395818,-85.7904945
38.2394046,-85.7928956
38.2117613,-85.7440106
38.2347983,-85.7114086
38.1443951,-85.6662419
38.3058190,-85.6047828
38.2080412,-85.7196535
38.2200116,-85.7007093
38.2552019,-85.7178207
38.1703723,-85.8216203
38.1606259,-85.8608421
38.1679387,-85.8381592
38.1850086,-85.7739121
38.2437467,-85.7294836
38.2057367,-85.7144318
38.2227857,-85.6553500
38.2446805,-85.6890316
38.1098413,-85.8521696
38.2630451,-85.6512657
38.2666985,-85.6959301
38.2603246,-85.6459711
38.2447312,-85.8090629
38.2444554,-85.8112675
38.2448388,-85.8108382
38.2307768,-85.5760510
38.1176379,-85.8733041
38.2473755,-85.7776426
38.1655095,-85.7702253
38.0966955,-85.8786079
38.1916288,-85.5859293
38.1536634,-85.5547497
38.0879293,-85.8815036
38.2111181,-85.6615124
38.2712952,-85.6597033
38.1370328,-85.5409440
38.2290188,-85.6863638
38.2489345,-85.7280657
38.2188284,-85.7378693
38.1976126,-85.6397674
38.1152936,-85.5439624
38.1242618,-85.6308459
38.2015624,-85.8439158
38.2637665,-85.8173253
38.1317644,-85.8609727
38.1647503,-85.7066096
38.1813744,-85.5986181
38.2237175,-85.4801280
38.1360470,-85.7894041
38.1498250,-85.6013179
38.1433050,-85.8888917
38.1143267,-85.5436535
38.2027049,-85.8653240
38.2408521,-85.8140322
38.2234769,-85.6914511
38.1827324,-85.5722924
38.1361661,-85.6269841
38.1358074,-85.6389678
38.2445675,-85.8072995
38.2313034,-85.7015459
38.1160107,-85.8652088
38.1257275,-85.6667825
38.2605499,-85.7830375
38.2747932,-85.6046506
38.1437489,-85.6653960
38.1272924,-85.8713269
38.2125471,-85.7735620
38.0693922,-85.8845737
38.1246322,-85.6783292
38.0805332,-85.8718008
38.1799591,-85.8104764
38.1102764,-85.8599422
38.1426846,-85.8881339
38.1341937,-85.6494577
38.3083019,-85.6155315
38.1678729,-85.5795913
38.3154318,-85.5574437
38.1798331,-85.8589713
38.0610783,-85.8876523
38.0318489,-85.9149150
38.1701995,-85.5746657
38.2643001,-85.8234006
38.2223523,-85.6947721
38.1465901,-85.5831954
38.1114682,-85.8562021
38.1827257,-85.7663652
38.0985037,-85.8612361
38.2111045,-85.7267584
38.1590779,-85.7576819
38.0902258,-85.6154946
38.1295701,-85.6226531
38.2373713,-85.4198912
38.1269254,-85.7967458
38.1267387,-85.7963688
38.0905267,-85.6131916
38.1440172,-85.8462688
38.1673821,-85.7094235
38.1843178,-85.5758590
38.2271529,-85.4903129
38.2115222,-85.7929954
38.1354376,-85.8667668
38.1486262,-85.8513173
38.1794557,-85.5438379
38.1060335,-85.6613445
38.1343201,-85.6353375
38.0958445,-85.6465570
38.1136613,-85.7615779
38.1552896,-85.6024520
38.2741407,-85.6316833
38.1919194,-85.6319999
38.1047001,-85.8702983
38.2317098,-85.7314041
38.1674807,-85.6184613
38.2057488,-85.6652610
38.2409513,-85.6666912
38.2393171,-85.7401062
38.0934447,-85.6134259
38.0934407,-85.6610078
38.1743116,-85.8554156
38.0944781,-85.6134434
38.1762120,-85.5264952
38.1599047,-85.7575147
38.1355846,-85.6434012
38.1217458,-85.8426660
38.2389390,-85.7222734
38.2091210,-85.7041379
38.1547669,-85.6411263
38.1247773,-85.5407801
38.2919593,-85.4834644
38.1192560,-85.5425219
38.1449020,-85.8899271
38.2398684,-85.7174791
38.1879114,-85.7642320
38.2160142,-85.6635768
38.2195880,-85.7480600
38.1125735,-85.8131088
38.1496510,-85.6122892
38.0619493,-85.8923381
38.0850183,-85.8725753
38.1509316,-85.7813138
38.1266769,-85.5600035
38.0914996,-85.6128656
38.1847415,-85.8021968
38.2627324,-85.7853174
38.0910449,-85.6157105
38.0598378,-85.8993928
38.1405455,-85.7954184
38.1935221,-85.7663385
38.0915122,-85.6137429
38.1761713,-85.6602794
38.1647780,-85.8508299
38.2214610,-85.6874040
38.0930994,-85.5615590
38.1239370,-85.8591597
38.3142580,-85.5570173
38.1992948,-85.6364799
38.2073599,-85.7301594
38.0979555,-85.8580591
38.1314686,-85.6165635
38.3254844,-85.5691450
38.3253670,-85.5691501
38.1283069,-85.6772157
38.1803059,-85.8321582
38.1780111,-85.6618029
38.1473721,-85.6104286
38.1301688,-85.8539451
38.1308545,-85.6719625
38.1799012,-85.7635058
38.2268417,-85.7107864
38.1978838,-85.7869936
38.2635225,-85.8237242
38.2150435,-85.7907862
38.1700054,-85.8554941
38.2018144,-85.6480439
38.2452352,-85.6606710
38.2670239,-85.7989312
38.0797221,-85.8858554
38.1980195,-85.8050670
38.3173631,-85.5399807
38.2259450,-85.8133311
38.1424061,-85.8483118
38.2184913,-85.6681992
38.2433284,-85.7805308
38.2294246,-85.6985159
38.1018126,-85.8319767
38.1348973,-85.6109394
38.1355496,-85.5889311
38.1772935,-85.6639121
38.1891446,-85.6311085
38.2384134,-85.7345755
38.2231876,-85.6818433
38.1954582,-85.7680733
38.3057866,-85.5376894
38.1792536,-85.5256673
38.2118029,-85.7152724
38.2209760,-85.7481326
38.0879812,-85.5690336
38.1137533,-85.8686801
38.2576807,-85.6849402
38.1514609,-85.5635696
38.2395245,-85.6481820
38.1767133,-85.8541335
38.0889136,-85.6512194
38.0852543,-85.8717054
38.1064223,-85.6165945
38.1586821,-85.7578985
38.1751192,-85.7975333
38.1113125,-85.8557702
38.3058283,-85.6054095
38.2069816,-85.8605670
38.1661013,-85.5706220
38.1266253,-85.8646734
38.1312605,-85.8567291
38.1066429,-85.8298476
38.1869554,-85.6339606
38.1078198,-85.8520947
38.1312706,-85.8579563
38.1547105,-85.8383151
38.0769137,-85.9013885
38.2551040,-85.7058776
38.0833421,-85.6240834
38.1760847,-85.5904190
38.3046188,-85.6173751
38.1912932,-85.8706174
38.1499159,-85.7879488
38.0696790,-85.8948227
38.0950420,-85.8536428
38.2027822,-85.6249856
38.0833404,-85.5487773
38.2579495,-85.6499657
38.1883992,-85.7619107
38.1832499,-85.7622451
38.2215541,-85.7977059
38.1828995,-85.7629402
38.1893402,-85.6342753
38.1268403,-85.8192020
38.3076651,-85.6038501
38.1227098,-85.8469634
38.1692887,-85.6945091
38.2484998,-85.6347342
38.1000909,-85.8808618
38.1084072,-85.8527776
38.1518750,-85.6710793
38.2470019,-85.7379550
38.2366629,-85.7252380
38.1431218,-85.8874122
38.2011789,-85.6298942
38.0943610,-85.8624181
38.1436804,-85.6468995
38.1409571,-85.5577191
38.0333150,-85.9126203
38.1550831,-85.7560622
38.2363131,-85.7159988
38.2209140,-85.6368185
38.2623700,-85.8204868
38.1776048,-85.7796803
38.1172890,-85.8492366
38.2744987,-85.6695563
38.1981938,-85.6397811
38.1027966,-85.5858326
38.1545318,-85.5810590
38.2685888,-85.7944516
38.2085951,-85.7232633
38.1425205,-85.6526011
38.0889597,-85.8830097
38.1903800,-85.7728642
38.2545674,-85.7042952
38.2223816,-85.7502494
38.2223446,-85.7502342
38.0884992,-85.6550142
38.0605775,-85.8954743
38.1760599,-85.5859258
38.1234498,-85.7751459
38.1591418,-85.7083960
38.1373038,-85.8603265
38.2889237,-85.6487634
38.2107112,-85.4370792
38.0903236,-85.8693779
38.1676807,-85.8371469
38.2150895,-85.6238296
38.0795009,-85.8734489
38.1483834,-85.6756965
38.1991364,-85.8124586
38.1755728,-85.5699374
38.1722091,-85.5831207
38.1695126,-85.5461552
38.1190528,-85.6692072
38.1757425,-85.8403759
38.1827319,-85.7081946
38.3260988,-85.5750598
38.1930609,-85.8359889
38.2083233,-85.8200618
38.1362127,-85.5657556
38.1933058,-85.6336753
38.1347566,-85.6524427
38.1540323,-85.6177574
38.2060148,-85.6475365
38.2212905,-85.6747007
38.1652158,-85.8396312
38.1233669,-85.5787901
38.1249233,-85.8105149
38.1413513,-85.6518800
38.1628329,-85.8581168
38.1755156,-85.8545837
38.0914845,-85.6490309
38.1991364,-85.6277826
38.3109470,-85.5401903
38.1841161,-85.8502053
38.3264997,-85.5780137
38.1917824,-85.7763452
38.2240608,-85.6892385
38.3003570,-85.5718531
38.0937847,-85.6505231
38.0810207,-85.8705869
38.0984283,-85.6668019
38.1458613,-85.8789590
38.1031561,-85.8540175
38.0724435,-85.8789545
38.1745379,-85.8843575
38.2065198,-85.6523858
38.1323370,-85.8638501
38.2294435,-85.5763252
38.2653656,-85.7956419
38.2601130,-85.7146856
38.2404506,-85.6495758
38.1780807,-85.7086063
38.1745431,-85.8417008
38.1276658,-85.8684177
38.2580126,-85.6522317
